,date,batch_id,location,current_hop,external_storage,thermal_shipper_temp_reading,room_temp_reading,room_humidity_reading,item_expiry_hours,ultra_low_temperature_freezer_hours,out_of_bound_temperature_hours,refrigeration_temperature_hours
0,10-06-2020 10:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,6,94,27,720,1,92
0,10-06-2020 09:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,8,94,28,720,1,91
0,10-06-2020 08:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,8,93,29,720,1,90
0,10-06-2020 07:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,8,94,30,720,1,89
0,10-06-2020 06:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,7,94,31,720,1,88
0,10-06-2020 05:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,6,94,32,720,1,87
0,10-06-2020 04:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,7,92,33,720,1,86
0,10-06-2020 03:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,6,94,34,720,1,85
0,10-06-2020 02:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,6,94,35,720,1,84
0,10-06-2020 01:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,6,91,36,720,1,83
0,10-06-2020 00:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,7,92,37,720,1,82
0,10-05-2020 23:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,7,93,38,720,1,81
0,10-05-2020 22:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,8,91,39,720,1,80
0,10-05-2020 21:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,8,93,40,720,1,79
0,10-05-2020 20:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,8,92,41,720,1,78
0,10-05-2020 19:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,8,91,42,720,1,77
0,10-05-2020 18:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,6,91,43,720,1,76
0,10-05-2020 17:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,8,92,44,720,1,75
0,10-05-2020 16:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,7,94,45,720,1,74
0,10-05-2020 15:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,8,94,46,720,1,73
0,10-05-2020 14:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,8,92,47,720,1,72
0,10-05-2020 13:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,7,94,48,720,1,71
0,10-05-2020 12:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,6,91,49,720,1,70
0,10-05-2020 11:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,6,93,50,720,1,69
0,10-05-2020 10:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,8,91,51,720,1,68
0,10-05-2020 09:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,8,93,52,720,1,67
0,10-05-2020 08:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,7,92,53,720,1,66
0,10-05-2020 07:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,6,91,54,720,1,65
0,10-05-2020 06:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,6,91,55,720,1,64
0,10-05-2020 05:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,8,94,56,720,1,63
0,10-05-2020 04:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,7,92,57,720,1,62
0,10-05-2020 03:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,6,91,58,720,1,61
0,10-05-2020 02:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,8,92,59,720,1,60
0,10-05-2020 01:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,7,93,60,720,1,59
0,10-05-2020 00:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,7,93,61,720,1,58
0,10-04-2020 23:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,6,94,62,720,1,57
0,10-04-2020 22:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,8,93,63,720,1,56
0,10-04-2020 21:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,7,93,64,720,1,55
0,10-04-2020 20:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,8,93,65,720,1,54
0,10-04-2020 19:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,7,94,66,720,1,53
0,10-04-2020 18:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,7,93,67,720,1,52
0,10-04-2020 17:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,7,91,68,720,1,51
0,10-04-2020 16:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,7,91,69,720,1,50
0,10-04-2020 15:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,7,91,70,720,1,49
0,10-04-2020 14:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,7,93,71,720,1,48
0,10-04-2020 13:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,7,93,72,720,1,47
0,10-04-2020 12:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,8,93,73,720,1,46
0,10-04-2020 11:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,6,94,74,720,1,45
0,10-04-2020 10:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,6,94,75,720,1,44
0,10-04-2020 09:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,8,92,76,720,1,43
0,10-04-2020 08:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,8,94,77,720,1,42
0,10-04-2020 07:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,6,94,78,720,1,41
0,10-04-2020 06:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,6,91,79,720,1,40
0,10-04-2020 05:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,8,91,80,720,1,39
0,10-04-2020 04:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,8,92,81,720,1,38
0,10-04-2020 03:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,8,94,82,720,1,37
0,10-04-2020 02:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,6,91,83,720,1,36
0,10-04-2020 01:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,8,94,84,720,1,35
0,10-04-2020 00:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,6,94,85,720,1,34
0,10-03-2020 23:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,8,92,86,720,1,33
0,10-03-2020 22:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,7,94,87,720,1,32
0,10-03-2020 21:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,6,94,88,720,1,31
0,10-03-2020 20:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,8,94,89,720,1,30
0,10-03-2020 19:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,7,92,90,720,1,29
0,10-03-2020 18:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,7,92,91,720,1,28
0,10-03-2020 17:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,7,94,92,720,1,27
0,10-03-2020 16:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,8,91,93,720,1,26
0,10-03-2020 15:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,6,94,94,720,1,25
0,10-03-2020 14:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,8,93,95,720,1,24
0,10-03-2020 13:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,6,93,96,720,1,23
0,10-03-2020 12:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,7,93,97,720,1,22
0,10-03-2020 11:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,7,91,98,720,1,21
0,10-03-2020 10:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,8,94,99,720,1,20
0,10-03-2020 09:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,7,94,100,720,1,19
0,10-03-2020 08:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,6,92,101,720,1,18
0,10-03-2020 07:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,8,94,102,720,1,17
0,10-03-2020 06:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,8,94,103,720,1,16
0,10-03-2020 05:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,8,92,104,720,1,15
0,10-03-2020 04:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,7,93,105,720,1,14
0,10-03-2020 03:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,7,91,106,720,1,13
0,10-03-2020 02:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,8,94,107,720,1,12
0,10-03-2020 01:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,7,94,108,720,1,11
0,10-03-2020 00:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,7,91,109,720,1,10
0,10-02-2020 23:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,8,92,110,720,1,9
0,10-02-2020 22:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,8,91,111,720,1,8
0,10-02-2020 21:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,8,91,112,720,1,7
0,10-02-2020 20:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,8,93,113,720,1,6
0,10-02-2020 19:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,6,92,114,720,1,5
0,10-02-2020 18:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,7,94,115,720,1,4
0,10-02-2020 17:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,2,6,91,116,720,1,3
0,10-02-2020 16:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,4,8,93,117,720,1,2
0,10-02-2020 15:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,3,7,91,118,720,1,1
0,10-02-2020 14:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-33,6,92,119,720,1,0
0,10-02-2020 13:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-67,6,92,120,720,0,0
0,10-02-2020 12:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-68,6,92,121,719,0,0
0,10-02-2020 11:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-67,8,91,122,718,0,0
0,10-02-2020 10:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-67,8,94,123,717,0,0
0,10-02-2020 09:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-68,6,91,124,716,0,0
0,10-02-2020 08:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-69,6,93,125,715,0,0
0,10-02-2020 07:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-69,8,93,126,714,0,0
0,10-02-2020 06:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-66,8,91,127,713,0,0
0,10-02-2020 05:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-68,6,93,128,712,0,0
0,10-02-2020 04:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-66,8,93,129,711,0,0
0,10-02-2020 03:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-68,8,91,130,710,0,0
0,10-02-2020 02:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-70,7,93,131,709,0,0
0,10-02-2020 01:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-66,8,91,132,708,0,0
0,10-02-2020 00:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-65,6,92,133,707,0,0
0,10-01-2020 23:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-66,8,92,134,706,0,0
0,10-01-2020 22:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-68,7,91,135,705,0,0
0,10-01-2020 21:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-65,8,93,136,704,0,0
0,10-01-2020 20:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-70,7,93,137,703,0,0
0,10-01-2020 19:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-67,7,92,138,702,0,0
0,10-01-2020 18:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-65,8,94,139,701,0,0
0,10-01-2020 17:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-70,6,93,140,700,0,0
0,10-01-2020 16:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-66,6,91,141,699,0,0
0,10-01-2020 15:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-69,7,94,142,698,0,0
0,10-01-2020 14:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-65,8,91,143,697,0,0
0,10-01-2020 13:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-70,6,92,144,696,0,0
0,10-01-2020 12:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-66,7,93,145,695,0,0
0,10-01-2020 11:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-69,7,91,146,694,0,0
0,10-01-2020 10:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-68,6,92,147,693,0,0
0,10-01-2020 09:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-69,8,91,148,692,0,0
0,10-01-2020 08:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-67,8,94,149,691,0,0
0,10-01-2020 07:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-66,6,94,150,690,0,0
0,10-01-2020 06:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-70,8,93,151,689,0,0
0,10-01-2020 05:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-65,8,93,152,688,0,0
0,10-01-2020 04:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-67,6,91,153,687,0,0
0,10-01-2020 03:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-66,6,94,154,686,0,0
0,10-01-2020 02:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-69,7,92,155,685,0,0
0,10-01-2020 01:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-67,6,91,156,684,0,0
0,10-01-2020 00:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-67,6,91,157,683,0,0
0,09/30/2020 23:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-70,7,93,158,682,0,0
0,09/30/2020 22:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-66,6,92,159,681,0,0
0,09/30/2020 21:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-66,7,94,160,680,0,0
0,09/30/2020 20:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-68,7,93,161,679,0,0
0,09/30/2020 19:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-65,6,93,162,678,0,0
0,09/30/2020 18:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-65,7,93,163,677,0,0
0,09/30/2020 17:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-70,6,93,164,676,0,0
0,09/30/2020 16:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-68,8,91,165,675,0,0
0,09/30/2020 15:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-67,6,93,166,674,0,0
0,09/30/2020 14:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-70,8,94,167,673,0,0
0,09/30/2020 13:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-66,6,92,168,672,0,0
0,09/30/2020 12:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-66,6,93,169,671,0,0
0,09/30/2020 11:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-69,6,94,170,670,0,0
0,09/30/2020 10:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-70,6,93,171,669,0,0
0,09/30/2020 9:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-65,6,91,172,668,0,0
0,09/30/2020 8:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-67,8,92,173,667,0,0
0,09/30/2020 7:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-70,7,94,174,666,0,0
0,09/30/2020 6:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-66,6,93,175,665,0,0
0,09/30/2020 5:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-65,6,93,176,664,0,0
0,09/30/2020 4:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-66,7,92,177,663,0,0
0,09/30/2020 3:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-68,6,93,178,662,0,0
0,09/30/2020 2:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-65,8,93,179,661,0,0
0,09/30/2020 1:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-70,7,92,180,660,0,0
0,09/30/2020 0:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-70,6,94,181,659,0,0
0,09/29/2020 23:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-68,7,91,182,658,0,0
0,09/29/2020 22:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-70,6,93,183,657,0,0
0,09/29/2020 21:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-70,8,91,184,656,0,0
0,09/29/2020 20:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-65,8,91,185,655,0,0
0,09/29/2020 19:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-68,6,94,186,654,0,0
0,09/29/2020 18:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-66,7,91,187,653,0,0
0,09/29/2020 17:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-68,8,91,188,652,0,0
0,09/29/2020 16:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-69,6,94,189,651,0,0
0,09/29/2020 15:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-69,8,94,190,650,0,0
0,09/29/2020 14:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-68,7,92,191,649,0,0
0,09/29/2020 13:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-70,8,92,192,648,0,0
0,09/29/2020 12:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-69,6,91,193,647,0,0
0,09/29/2020 11:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-69,8,91,194,646,0,0
0,09/29/2020 10:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-66,8,93,195,645,0,0
0,09/29/2020 9:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-69,8,94,196,644,0,0
0,09/29/2020 8:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-68,8,94,197,643,0,0
0,09/29/2020 7:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-67,8,93,198,642,0,0
0,09/29/2020 6:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-69,6,91,199,641,0,0
0,09/29/2020 5:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-65,7,92,200,640,0,0
0,09/29/2020 4:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-69,7,94,201,639,0,0
0,09/29/2020 3:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-70,7,92,202,638,0,0
0,09/29/2020 2:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-66,8,92,203,637,0,0
0,09/29/2020 1:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-69,7,92,204,636,0,0
0,09/29/2020 0:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-70,7,91,205,635,0,0
0,09/28/2020 23:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-67,7,94,206,634,0,0
0,09/28/2020 22:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-69,8,94,207,633,0,0
0,09/28/2020 21:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-70,7,92,208,632,0,0
0,09/28/2020 20:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-68,6,94,209,631,0,0
0,09/28/2020 19:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-67,8,92,210,630,0,0
0,09/28/2020 18:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-66,6,94,211,629,0,0
0,09/28/2020 17:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-67,6,93,212,628,0,0
0,09/28/2020 16:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-67,6,91,213,627,0,0
0,09/28/2020 15:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-70,8,94,214,626,0,0
0,09/28/2020 14:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-69,6,94,215,625,0,0
0,09/28/2020 13:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-68,6,94,216,624,0,0
0,09/28/2020 12:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-69,6,92,217,623,0,0
0,09/28/2020 11:00,batch001,Jharkand,dest_vaccine_storage_unit,vaccine_storage_unit,-65,7,94,218,622,0,0
